Date,Open,High,Low,Close,Adj Close,Volume
2018-07-17,25033.919922,25155.390625,24989.609375,25119.890625,25119.890625,250450000
2018-07-18,25133.789063,25215.320313,25101.119141,25199.289063,25199.289063,252870000
2018-07-19,25139.150391,25154.169922,25052.619141,25064.500000,25064.500000,285760000
2018-07-20,25041.140625,25124.099609,24986.349609,25058.119141,25058.119141,274080000
2018-07-23,25036.900391,25081.449219,24983.330078,25044.289063,25044.289063,228820000
2018-07-24,25092.429688,25286.619141,25092.429688,25241.939453,25241.939453,274940000
2018-07-25,25183.699219,25432.869141,25113.550781,25414.099609,25414.099609,273670000
2018-07-26,25468.550781,25587.240234,25463.160156,25527.070313,25527.070313,297530000
2018-07-27,25520.519531,25580.220703,25370.070313,25451.060547,25451.060547,329680000
2018-07-30,25439.320313,25500.160156,25287.380859,25306.830078,25306.830078,296880000
2018-07-31,25345.210938,25490.980469,25345.210938,25415.189453,25415.189453,348700000
2018-08-01,25461.630859,25488.800781,25278.320313,25333.820313,25333.820313,315880000
2018-08-02,25256.449219,25360.480469,25120.070313,25326.160156,25326.160156,307700000
2018-08-03,25360.369141,25467.900391,25325.169922,25462.580078,25462.580078,239020000
2018-08-06,25437.429688,25540.019531,25381.380859,25502.179688,25502.179688,238990000
2018-08-07,25551.650391,25692.720703,25551.650391,25628.910156,25628.910156,239910000
2018-08-08,25615.720703,25634.109375,25557.480469,25583.750000,25583.750000,217770000
2018-08-09,25589.789063,25613.310547,25492.689453,25509.230469,25509.230469,214970000
2018-08-10,25401.189453,25401.189453,25222.880859,25313.140625,25313.140625,234480000
2018-08-13,25327.189453,25381.390625,25153.929688,25187.699219,25187.699219,219990000
2018-08-14,25215.689453,25339.509766,25201.869141,25299.919922,25299.919922,219210000
2018-08-15,25235.369141,25235.369141,24965.769531,25162.410156,25162.410156,295810000
2018-08-16,25294.970703,25607.339844,25294.970703,25558.730469,25558.730469,342430000
2018-08-17,25550.800781,25728.160156,25521.660156,25669.320313,25669.320313,284160000
2018-08-20,25727.699219,25790.169922,25716.410156,25758.689453,25758.689453,248570000
2018-08-21,25786.990234,25888.820313,25784.900391,25822.289063,25822.289063,241620000
2018-08-22,25825.060547,25836.160156,25722.429688,25733.599609,25733.599609,200480000
2018-08-23,25714.859375,25762.560547,25608.019531,25656.980469,25656.980469,213270000
2018-08-24,25688.580078,25826.050781,25688.580078,25790.349609,25790.349609,200330000
2018-08-27,25882.710938,26067.570313,25882.710938,26049.640625,26049.640625,220510000
2018-08-28,26092.699219,26122.240234,26037.849609,26064.019531,26064.019531,211470000
2018-08-29,26082.529297,26167.939453,26035.300781,26124.570313,26124.570313,214960000
2018-08-30,26099.009766,26104.369141,25934.800781,25986.919922,25986.919922,240440000
2018-08-31,25964.849609,26028.830078,25879.769531,25964.820313,25964.820313,273440000
2018-09-04,25916.070313,25971.769531,25805.949219,25952.480469,25952.480469,254600000
2018-09-05,25919.839844,26011.220703,25871.039063,25974.990234,25974.990234,289210000
2018-09-06,25973.019531,26073.679688,25880.839844,25995.869141,25995.869141,262380000
2018-09-07,25951.019531,26002.990234,25818.390625,25916.539063,25916.539063,281350000
2018-09-10,25991.910156,26039.960938,25854.130859,25857.070313,25857.070313,252170000
2018-09-11,25841.140625,26019.919922,25754.320313,25971.060547,25971.060547,265960000
2018-09-12,25989.070313,26145.720703,25929.429688,25998.919922,25998.919922,282770000
2018-09-13,26083.939453,26191.640625,26067.080078,26145.990234,26145.990234,260800000
2018-09-14,26169.560547,26211.109375,26068.289063,26154.669922,26154.669922,228640000
2018-09-17,26151.660156,26184.470703,26030.349609,26062.119141,26062.119141,230230000
2018-09-18,26076.210938,26317.339844,26076.210938,26246.960938,26246.960938,243000000
2018-09-19,26287.839844,26464.410156,26280.759766,26405.759766,26405.759766,251330000
2018-09-20,26519.390625,26697.490234,26519.390625,26656.980469,26656.980469,260480000
2018-09-21,26726.250000,26769.160156,26680.369141,26743.500000,26743.500000,657620000
2018-09-24,26705.250000,26709.939453,26548.679688,26562.050781,26562.050781,254850000
2018-09-25,26601.580078,26634.849609,26475.580078,26492.210938,26492.210938,234110000
2018-09-26,26536.859375,26606.089844,26349.339844,26385.279297,26385.279297,262620000
2018-09-27,26418.269531,26557.009766,26379.949219,26439.929688,26439.929688,226350000
2018-09-28,26407.660156,26515.759766,26383.570313,26458.310547,26458.310547,264030000
2018-10-01,26598.359375,26737.980469,26596.050781,26651.210938,26651.210938,238320000
2018-10-02,26648.910156,26824.779297,26627.660156,26773.939453,26773.939453,258290000
2018-10-03,26833.470703,26951.810547,26789.080078,26828.390625,26828.390625,280130000
2018-10-04,26784.080078,26793.820313,26471.609375,26627.480469,26627.480469,289600000
2018-10-05,26632.769531,26676.160156,26301.810547,26447.050781,26447.050781,267100000
2018-10-08,26399.449219,26529.349609,26223.089844,26486.779297,26486.779297,273020000
2018-10-09,26469.189453,26539.939453,26324.160156,26430.570313,26430.570313,282560000
2018-10-10,26441.730469,26487.869141,25567.099609,25598.740234,25598.740234,438200000
2018-10-11,25518.390625,25683.640625,24899.769531,25052.830078,25052.830078,522880000
2018-10-12,25407.630859,25467.550781,25000.830078,25339.990234,25339.990234,397510000
2018-10-15,25332.460938,25482.419922,25243.880859,25250.550781,25250.550781,287320000
2018-10-16,25351.529297,25817.679688,25351.529297,25798.419922,25798.419922,305800000
2018-10-17,25705.869141,25810.089844,25479.160156,25706.679688,25706.679688,298210000
2018-10-18,25645.560547,25691.460938,25236.009766,25379.449219,25379.449219,328020000
2018-10-19,25421.089844,25608.710938,25350.019531,25444.339844,25444.339844,350810000
2018-10-22,25492.140625,25561.339844,25236.050781,25317.410156,25317.410156,314940000
2018-10-23,25038.460938,25307.699219,24768.789063,25191.429688,25191.429688,436430000
2018-10-24,25172.880859,25306.230469,24533.189453,24583.419922,24583.419922,496400000
2018-10-25,24736.539063,25104.289063,24645.560547,24984.550781,24984.550781,439670000
2018-10-26,24770.250000,24916.160156,24445.189453,24688.310547,24688.310547,505310000
2018-10-29,24818.980469,25040.580078,24122.230469,24442.919922,24442.919922,443850000
2018-10-30,24482.039063,24906.679688,24415.689453,24874.640625,24874.640625,470050000
2018-10-31,25008.820313,25336.550781,25008.820313,25115.759766,25115.759766,448930000
2018-11-01,25142.080078,25396.470703,25108.109375,25380.740234,25380.740234,383970000
2018-11-02,25443.599609,25578.980469,25078.720703,25270.830078,25270.830078,429480000
2018-11-05,25261.470703,25507.349609,25261.470703,25461.699219,25461.699219,334740000
2018-11-06,25452.830078,25651.859375,25444.900391,25635.009766,25635.009766,265450000
2018-11-07,25788.460938,26200.140625,25765.880859,26180.300781,26180.300781,361780000
2018-11-08,26139.589844,26277.820313,26081.900391,26191.220703,26191.220703,295650000
2018-11-09,26149.109375,26161.490234,25882.910156,25989.300781,25989.300781,324450000
2018-11-12,25959.330078,25966.710938,25340.509766,25387.179688,25387.179688,346910000
2018-11-13,25321.210938,25511.029297,25193.779297,25286.490234,25286.490234,339690000
2018-11-14,25388.080078,25501.289063,24935.820313,25080.500000,25080.500000,384240000
2018-11-15,25061.480469,25354.560547,24787.789063,25289.269531,25289.269531,392750000
2018-11-16,25242.349609,25510.230469,25147.800781,25413.220703,25413.220703,354460000
2018-11-19,25392.609375,25392.609375,24900.980469,25017.439453,25017.439453,358090000
2018-11-20,24618.679688,24707.259766,24368.980469,24465.640625,24465.640625,445920000
2018-11-21,24541.650391,24669.789063,24463.279297,24464.689453,24464.689453,289370000
2018-11-23,24336.400391,24408.800781,24268.740234,24285.949219,24285.949219,155940000
2018-11-26,24364.130859,24673.289063,24364.130859,24640.240234,24640.240234,306280000
2018-11-27,24557.019531,24750.730469,24416.029297,24748.730469,24748.730469,308250000
2018-11-28,24832.839844,25368.929688,24832.839844,25366.429688,25366.429688,362160000
2018-11-29,25343.650391,25479.039063,25202.789063,25338.839844,25338.839844,305110000
2018-11-30,25307.140625,25549.710938,25250.970703,25538.460938,25538.460938,482250000
2018-12-03,25779.570313,25980.210938,25670.509766,25826.429688,25826.429688,388480000
2018-12-04,25752.560547,25773.119141,25008.109375,25027.070313,25027.070313,418900000
2018-12-06,24737.419922,24951.009766,24242.220703,24947.669922,24947.669922,471690000
2018-12-07,24918.820313,25095.619141,24284.779297,24388.949219,24388.949219,398230000
2018-12-10,24360.949219,24500.810547,23881.369141,24423.259766,24423.259766,389690000
2018-12-11,24719.910156,24791.259766,24221.060547,24370.240234,24370.240234,342960000
2018-12-12,24509.089844,24828.289063,24509.089844,24527.269531,24527.269531,344330000
2018-12-13,24575.859375,24740.960938,24473.289063,24597.380859,24597.380859,299970000
2018-12-14,24408.039063,24431.140625,24033.789063,24100.509766,24100.509766,416940000
2018-12-17,23986.830078,24088.080078,23456.880859,23592.980469,23592.980469,466740000
2018-12-18,23769.130859,23927.769531,23516.019531,23675.640625,23675.640625,408070000
2018-12-19,23693.330078,24057.339844,23162.640625,23323.660156,23323.660156,503550000
2018-12-20,23224.119141,23282.199219,22644.310547,22859.599609,22859.599609,576700000
2018-12-21,22871.740234,23254.589844,22396.339844,22445.369141,22445.369141,900510000
2018-12-24,22317.279297,22339.869141,21792.199219,21792.199219,21792.199219,308420000
2018-12-26,21857.730469,22878.919922,21712.529297,22878.449219,22878.449219,433080000
2018-12-27,22629.060547,23138.890625,22267.419922,23138.820313,23138.820313,407940000
2018-12-28,23213.609375,23381.880859,22981.330078,23062.400391,23062.400391,336510000
2018-12-31,23153.939453,23333.179688,23118.300781,23327.460938,23327.460938,288830000
2019-01-02,23058.609375,23413.470703,22928.589844,23346.240234,23346.240234,321570000
2019-01-03,23176.390625,23176.390625,22638.410156,22686.220703,22686.220703,424240000
2019-01-04,22894.919922,23518.640625,22894.919922,23433.160156,23433.160156,396020000
2019-01-07,23474.259766,23687.740234,23301.589844,23531.349609,23531.349609,334200000
2019-01-08,23680.320313,23864.650391,23581.449219,23787.449219,23787.449219,317420000
2019-01-09,23844.269531,23985.449219,23776.560547,23879.119141,23879.119141,324570000
2019-01-10,23811.109375,24014.779297,23703.250000,24001.919922,24001.919922,338150000
2019-01-11,23940.009766,23996.320313,23798.160156,23995.949219,23995.949219,262650000
2019-01-14,23880.529297,23964.900391,23765.240234,23909.839844,23909.839844,277560000
2019-01-15,23914.109375,24099.140625,23887.929688,24065.589844,24065.589844,291570000
2019-01-16,24139.910156,24288.609375,24119.720703,24207.160156,24207.160156,302830000
2019-01-17,24147.089844,24474.460938,24088.900391,24370.099609,24370.099609,288590000
2019-01-18,24534.189453,24750.220703,24459.029297,24706.349609,24706.349609,372970000
2019-01-22,24607.759766,24607.759766,24244.310547,24404.480469,24404.480469,338480000
2019-01-23,24577.250000,24700.980469,24307.169922,24575.619141,24575.619141,318600000
2019-01-24,24579.960938,24626.300781,24422.730469,24553.240234,24553.240234,320170000
2019-01-25,24687.210938,24860.150391,24676.750000,24737.199219,24737.199219,376890000
2019-01-28,24596.980469,24596.980469,24323.939453,24528.220703,24528.220703,347170000
2019-01-29,24519.619141,24674.869141,24504.039063,24579.960938,24579.960938,330870000
2019-01-30,24826.519531,25109.619141,24790.900391,25014.859375,25014.859375,397330000
2019-01-31,24954.480469,25049.619141,24842.089844,24999.669922,24999.669922,507350000
2019-02-01,25025.310547,25193.150391,24982.490234,25063.890625,25063.890625,372090000
2019-02-04,25062.119141,25239.910156,24977.669922,25239.369141,25239.369141,298540000
2019-02-05,25287.929688,25427.320313,25287.650391,25411.519531,25411.519531,310650000
2019-02-06,25371.570313,25439.039063,25312.060547,25390.300781,25390.300781,247590000
2019-02-07,25265.810547,25314.259766,25000.519531,25169.529297,25169.529297,295460000
2019-02-08,25042.359375,25106.390625,24883.039063,25106.330078,25106.330078,248210000
2019-02-11,25142.810547,25196.750000,25009.099609,25053.109375,25053.109375,241700000
2019-02-12,25152.029297,25458.980469,25152.029297,25425.759766,25425.759766,278110000
2019-02-13,25480.859375,25625.949219,25480.859375,25543.269531,25543.269531,263330000
2019-02-14,25460.650391,25558.900391,25308.089844,25439.390625,25439.390625,313010000
2019-02-15,25564.630859,25883.720703,25564.630859,25883.250000,25883.250000,328530000
2019-02-19,25849.849609,25961.439453,25820.009766,25891.320313,25891.320313,280620000
2019-02-20,25872.259766,25986.199219,25846.480469,25954.439453,25954.439453,287880000
2019-02-21,25922.410156,25938.880859,25762.210938,25850.630859,25850.630859,255710000
2019-02-22,25906.269531,26052.900391,25906.269531,26031.810547,26031.810547,279760000
2019-02-25,26126.150391,26241.419922,26080.660156,26091.949219,26091.949219,281600000
2019-02-26,26051.609375,26155.289063,25966.009766,26057.980469,26057.980469,257850000
2019-02-27,25995.599609,26039.679688,25877.240234,25985.160156,25985.160156,255380000
2019-02-28,25984.279297,26029.210938,25896.560547,25916.000000,25916.000000,338520000
2019-03-01,26019.669922,26143.919922,25914.369141,26026.320313,26026.320313,289890000
2019-03-04,26122.189453,26155.980469,25611.550781,25819.650391,25819.650391,295510000
2019-03-05,25829.070313,25877.150391,25725.630859,25806.630859,25806.630859,252260000
2019-03-06,25818.759766,25837.609375,25633.710938,25673.460938,25673.460938,256250000
2019-03-07,25645.449219,25645.449219,25352.550781,25473.230469,25473.230469,289140000
2019-03-08,25347.380859,25466.140625,25252.460938,25450.240234,25450.240234,270500000
2019-03-11,25208.000000,25661.630859,25208.000000,25650.880859,25650.880859,309790000
2019-03-12,25600.300781,25675.439453,25522.169922,25554.660156,25554.660156,317730000
2019-03-13,25637.230469,25776.490234,25571.310547,25702.890625,25702.890625,331410000
2019-03-14,25692.310547,25752.839844,25621.310547,25709.939453,25709.939453,302790000
2019-03-15,25720.960938,25927.910156,25649.699219,25848.869141,25848.869141,616910000
2019-03-18,25801.880859,25924.769531,25785.660156,25914.099609,25914.099609,399530000
2019-03-19,25987.869141,26109.679688,25814.919922,25887.380859,25887.380859,342250000
2019-03-20,25867.789063,25929.519531,25670.630859,25745.669922,25745.669922,321980000
2019-03-21,25688.439453,26009.900391,25657.779297,25962.509766,25962.509766,335250000
2019-03-22,25844.650391,25877.009766,25501.449219,25502.320313,25502.320313,386510000
2019-03-25,25490.720703,25603.269531,25372.259766,25516.830078,25516.830078,303120000
2019-03-26,25649.560547,25796.289063,25544.779297,25657.730469,25657.730469,305110000
2019-03-27,25676.339844,25758.169922,25425.269531,25625.589844,25625.589844,270340000
2019-03-28,25693.320313,25743.410156,25576.689453,25717.460938,25717.460938,237170000
2019-03-29,25827.310547,25949.320313,25771.669922,25928.679688,25928.679688,300620000
2019-04-01,26075.099609,26280.900391,26071.689453,26258.419922,26258.419922,295570000
2019-04-02,26213.550781,26221.240234,26122.310547,26179.130859,26179.130859,250940000
2019-04-03,26238.029297,26282.169922,26138.470703,26218.130859,26218.130859,271980000
2019-04-04,26213.419922,26398.900391,26212.779297,26384.630859,26384.630859,233040000
2019-04-05,26427.560547,26487.570313,26370.820313,26424.990234,26424.990234,229550000
2019-04-08,26312.669922,26344.650391,26246.029297,26341.019531,26341.019531,229380000
2019-04-09,26243.539063,26246.339844,26103.140625,26150.580078,26150.580078,244410000
